Name,Test #,Loss,Mean Absolute Error (MAE),Mean Absolute Percentange Error (MAPE) %
Dense Untrained,1,7.667973841307685e-05,0.005353395827114582,97.86636352539062
Dense Untrained,2,4.62777194343289e-09,4.551136589725502e-05,259.50201416015625
Dense Untrained,3,5.436450223328393e-08,0.0001718306593829766,187.2869110107422
Dense Untrained,4,0.3148837685585022,0.4105325937271118,172.17947387695312
Dense Untrained,5,0.6322753429412842,0.5920417904853821,218.92645263671875
Dense Untrained,6,0.7471386194229126,0.643452525138855,416.45440673828125
Dense Untrained,7,4.963446140289307,1.3718029260635376,987.2094116210938
Dense Untrained,8,5.302016735076904,1.63322913646698,71001.0390625
Dense Untrained,9,2.309246063232422,1.010851263999939,106433.296875
Dense Untrained,10,5.7574005126953125,1.7520990371704102,228.6182403564453
Dense Untrained,11,11.065425872802734,2.5351507663726807,353.8763732910156
Dense Untrained,12,31.965177536010742,4.089026927947998,632.9715576171875
Dense Trained,1,0.002345858607441187,0.03621096909046173,5224.84814453125
Dense Trained,2,0.002340510254725814,0.03610517829656601,578967.125
Dense Trained,3,0.0023412250448018312,0.03609870374202728,183448.9375
Dense Trained,4,0.007327488157898188,0.06250322610139847,146.66729736328125
Dense Trained,5,0.004884576890617609,0.05033475533127785,75.51496124267578
Dense Trained,6,0.003061443567276001,0.0436834990978241,58.953643798828125
Dense Trained,7,0.08422807604074478,0.10949590057134628,86.54395294189453
Dense Trained,8,0.03762785717844963,0.1167585477232933,6502.76123046875
Dense Trained,9,0.02679373510181904,0.07628881931304932,12253.2001953125
Dense Trained,10,0.04013308510184288,0.1341475248336792,32.05498504638672
Dense Trained,11,0.14081014692783356,0.1534299999475479,11.638455390930176
Dense Trained,12,0.30357056856155396,0.2191683053970337,83.12064361572266
Conv Untrained,1,0.00011111658386653289,0.008379879407584667,635.8463134765625
Conv Untrained,2,6.567812960156516e-09,6.47199121885933e-05,547.3019409179688
Conv Untrained,3,5.735761376968185e-08,0.0001542710087960586,194.36537170410156
Conv Untrained,4,0.45153066515922546,0.49802207946777344,375.07366943359375
Conv Untrained,5,0.5762460827827454,0.5439574718475342,244.44143676757812
Conv Untrained,6,0.6309676766395569,0.5670449137687683,171.8112030029297
Conv Untrained,7,5.517592906951904,1.7340251207351685,514.9175415039062
Conv Untrained,8,4.901554584503174,1.6696622371673584,146941.234375
Conv Untrained,9,2.490694522857666,1.0788958072662354,6057.017578125
Conv Untrained,10,6.336652755737305,1.8653069734573364,279.9086608886719
Conv Untrained,11,9.843809127807617,2.42041015625,159.07456970214844
Conv Untrained,12,32.39162063598633,4.045071601867676,380.6710510253906
Conv Trained,1,0.003754121484234929,0.0519179068505764,6001.89453125
Conv Trained,2,0.004011506214737892,0.0539293996989727,758048.0
Conv Trained,3,0.004020971246063709,0.05399559810757637,233425.359375
Conv Trained,4,0.013701828196644783,0.09228357672691345,257.1651611328125
Conv Trained,5,0.004331658594310284,0.04780983179807663,37.6634635925293
Conv Trained,6,0.0025046123191714287,0.04243607074022293,41.47382354736328
Conv Trained,7,0.07359632104635239,0.07239377498626709,105.09390258789062
Conv Trained,8,0.03723060339689255,0.11089546978473663,20544.419921875
Conv Trained,9,0.04480358585715294,0.14258058369159698,44214.08984375
Conv Trained,10,0.03341635316610336,0.10835940390825272,24.913368225097656
Conv Trained,11,0.14522962272167206,0.15418846905231476,21.228971481323242
Conv Trained,12,0.3103781044483185,0.22775140404701233,88.45451354980469
LSTM Untrained,1,8.658252045279369e-05,0.005898107308894396,163.93600463867188
LSTM Untrained,2,4.845528867036819e-09,4.613025885191746e-05,277.0565185546875
LSTM Untrained,3,5.3133394573023907e-08,0.00014392385492101312,156.67233276367188
LSTM Untrained,4,0.30666711926460266,0.41660934686660767,289.6214599609375
LSTM Untrained,5,0.5612300038337708,0.5435758233070374,185.34115600585938
LSTM Untrained,6,0.643310546875,0.5877910852432251,273.8103942871094
LSTM Untrained,7,4.425020217895508,1.456115484237671,747.8496704101562
LSTM Untrained,8,4.466712474822998,1.5466060638427734,57258.09765625
LSTM Untrained,9,3.104053497314453,1.097649335861206,58500.625
LSTM Untrained,10,5.382016658782959,1.7218505144119263,141.0305938720703
LSTM Untrained,11,8.84414291381836,2.4097697734832764,193.0955352783203
LSTM Untrained,12,25.858675003051758,3.629079818725586,171.01657104492188
LSTM Trained,1,0.0018440140411257744,0.031667616218328476,4401.91552734375
LSTM Trained,2,0.001851639011874795,0.03175537288188934,495013.5
LSTM Trained,3,0.0018519099103286862,0.03175830841064453,157936.453125
LSTM Trained,4,0.0021056265104562044,0.035272471606731415,99.26979064941406
LSTM Trained,5,0.0020448961295187473,0.02520282007753849,30.862178802490234
LSTM Trained,6,0.0011565482709556818,0.02490539476275444,31.087799072265625
LSTM Trained,7,0.0694194957613945,0.05631459876894951,64.0151596069336
LSTM Trained,8,0.02716376632452011,0.0779116079211235,19325.373046875
LSTM Trained,9,0.036397553980350494,0.11018683016300201,27870.74609375
LSTM Trained,10,0.03994885832071304,0.10135645419359207,18.2664794921875
LSTM Trained,11,0.14693109691143036,0.12775257229804993,14.790276527404785
LSTM Trained,12,0.4669709801673889,0.3160363435745239,39.11058044433594
Residual Untrained,1,8.772797488454387e-10,2.2975944375502877e-05,1.8340702056884766
Residual Untrained,2,2.9951827015773855e-14,1.4058593933441443e-07,1.5353553295135498
Residual Untrained,3,5.061933944922048e-13,5.456400913317339e-07,1.932181715965271
Residual Untrained,4,5.1723556680371985e-05,0.004351657349616289,11.997671127319336
