time,theta,thetadot,x,xdot
0.0016600000000005822,-0.07897769329516685,0.026875754946954954,-0.2100156146746214,-0.018812929852889206
0.0033200000000011645,-0.07891094554955677,0.053543834340054317,-0.21006234565082876,-0.03748965691606844
0.004980000000001747,-0.07880010602747459,0.07999878477469714,-0.21013996323059347,-0.05602584067597652
0.006640000000002329,-0.07864553297996746,0.10623523205238254,-0.21024823056024478,-0.07441720030480165
0.008300000000002911,-0.07844759351320993,0.13224788134987653,-0.21038690372989985,-0.09265951508841226
0.009960000000003494,-0.07820666345657667,0.15803151742624855,-0.21055573187361334,-0.11074862486532222
0.011620000000004077,-0.07792312723034034,0.18358100486769566,-0.21075445727026448,-0.1286804304763786
0.01328000000000466,-0.07759737771293182,0.20889128836992574,-0.2109828154451992,-0.14645089422479993
0.014940000000005242,-0.07722981610770095,0.23395739305773017,-0.21124053527264422,-0.16405604034613458
0.016600000000005825,-0.07682085180911626,0.2587744248412376,-0.21152733907890905,-0.18149195548765243
0.018270000000005535,-0.07636806815240336,0.2834856175199721,-0.21184493081437322,-0.198858807310419
0.019940000000005245,-0.0758742356794629,0.30793505260936677,-0.21219137560966408,-0.21604663908388594
0.021610000000004955,-0.07533979547320364,0.3321179963851904,-0.21256637133786116,-0.23305166005945677
0.023280000000004665,-0.07476519645113985,0.35602979969707793,-0.21296960959662667,-0.24987014547133946
0.024950000000004375,-0.07415089522370635,0.3796658985127966,-0.21340077581883873,-0.2664984370700565
0.026620000000004085,-0.07349735595163788,0.4030218144945931,-0.2138595493841203,-0.2829329436616146
0.028290000000003795,-0.07280505020236024,0.42609315560620137,-0.21434560373127245,-0.2991701416514858
0.029960000000003505,-0.07207445680534329,0.44887561674898147,-0.21485860647161953,-0.3152065755925119
0.03163000000000321,-0.07130606170636863,0.4713649804255561,-0.2153982195032718,-0.3310388587358072
0.03330000000000292,-0.07050035782066726,0.49355711742920944,-0.2159640991263099,-0.34666367358370026
0.034970000000002624,-0.06965784488488588,0.5154479875572198,-0.21655589615889373,-0.36207777244372435
0.03664000000000233,-0.06877902930784345,0.5370336403462056,-0.21717325605429638,-0.3772779779826344
0.03831000000000204,-0.06786442402004278,0.5583102158274816,-0.2178158190188627,-0.39226118377940417
0.03998000000000174,-0.06691454832190563,0.5792739453003405,-0.21848322013088964,-0.40702435487613053
0.04165000000000145,-0.06592992773070301,0.599921152121101,-0.21917508946042386,-0.42156452832575086
0.043320000000001156,-0.06491109382615635,0.6202482525056973,-0.21989105218997082,-0.4358788137354597
0.04499000000000086,-0.06385858409468877,0.6402517563435175,-0.22063072873610676,-0.44996439380469416
0.04666000000000057,-0.06277294177230949,0.6599282680201448,-0.22139373487198363,-0.46381852485654274
0.048330000000000276,-0.06165471568611882,0.6792744872466011,-0.22217968185071538,-0.47743853736142167
0.04999999999999998,-0.060504460094424485,0.6982872098926486,-0.22298817652963118,-0.4908218364518521
0.051670000000001146,-0.059322734525463945,0.7169633288216806,-0.2238188214953809,-0.5039659024271781
0.05334000000000231,-0.05811010361473705,0.7352998347246017,-0.22467121518987132,-0.5168682912469917
0.05501000000000347,-0.05686713694094263,0.7532938169503168,-0.2255449520370203,-0.5295266350122049
0.056680000000004636,-0.0555944088605371,0.7709424643300964,-0.22643962257030031,-0.541938642432475
0.0583500000000058,-0.05429249834092228,0.7882430659933206,-0.22735481356105106,-0.5541020992788749
0.060020000000006964,-0.05296198879228006,0.8051930121719978,-0.22829010814753484,-0.5660148688206288
0.06169000000000813,-0.05160346789807484,0.8217897949914651,-0.22924508596470722,-0.5776748922447641
0.0633600000000093,-0.050217527444248816,0.8380310092446877,-0.2302193232746733,-0.5890801890575368
0.06503000000001047,-0.048804763147139905,0.8539143531475822,-0.23121239309779834,-0.6002288574665061
0.06670000000001164,-0.04736577448015588,0.86943762907281,-0.2322238653444397,-0.611119074742152
0.06837000000001135,-0.045901164499244224,0.8845987442594956,-0.23325330694726354,-0.6217490975579406
0.07004000000001107,-0.04441153966719352,0.8993957114964404,-0.23430028199411468,-0.6321172623078238
0.07171000000001078,-0.0428975096768255,0.9138266497762348,-0.23536435186139143,-0.6422219854000419
0.07338000000001049,-0.04135968727311558,0.9278897849179902,-0.2364450753478943,-0.6520617635263201
0.0750500000000102,-0.039798688074302695,0.9415834501562572,-0.2375420088091021,-0.6616351739054367
0.07672000000000992,-0.0382151303920455,0.9549060866938376,-0.23865470629183272,-0.6709408745002333
0.07839000000000963,-0.036609635050687095,0.9678562442162459,-0.23978271966924358,-0.6799776042071635
0.08006000000000935,-0.03498282520569421,0.9804325813656485,-0.24092559877612502,-0.6887441830175182
0.08173000000000906,-0.03333532616134021,0.9926338661721813,-0.24208289154443882,-0.6972395121495057
0.08340000000000877,-0.03166776518770484,1.004458976440632,-0.2432541441390523,-0.7054625741504091
0.0850600000000079,-0.029990930062062868,1.0158380999794547,-0.24443176720770243,-0.7133647502893488
0.08672000000000701,-0.02829551574701441,1.026843662109126,-0.24562228311788725,-0.7209961506429378
0.08838000000000613,-0.026582142995501063,1.0374748857086824,-0.2468252417526287,-0.7283560156634299
0.09004000000000525,-0.024851433760757106,1.0477311018540632,-0.2480401918000369,-0.7354436652896246
0.09170000000000438,-0.02310401101659168,1.0576117499509596,-0.24926668088521214,-0.7422584988913727
0.0933600000000035,-0.021340498577494055,1.0671163778149058,-0.2505042557020283,-0.7487999951817343
0.09502000000000262,-0.019561520918650533,1.07624464169736,-0.2517524621447429,-0.7550677120963893
0.09668000000000174,-0.01776770299596366,1.08499630625664,-0.25301084543938,-0.7610612866399604
0.09834000000000086,-0.015959670066166092,1.0933712444726922,-0.2542789502748302,-0.7667804346989602
0.09999999999999998,-0.014138047507123157,1.1013694375047918,-0.2555563209336124,-0.772224950821136
