time,theta,thetadot,x,xdot
0.0016699999999997088,-2.9790066395380435,-0.007951494405106774,-0.000002129390945346058,-0.0025501547393272602
0.0033399999999994177,-2.979026557669594,-0.015902410870563103,-0.000008517422925167238,-0.005100140787744812
0.005009999999999126,-2.9790597529469074,-0.023852171449719496,-0.000019163673359312857,-0.0076497894392991116
0.006679999999998835,-2.9791062229570597,-0.03180019818195982,-0.000034067437905670456,-0.010198931957966673
0.008349999999998544,-2.9791659643219153,-0.03974591308579668,-0.00005322773039742567,-0.012747399562663466
0.010019999999998253,-2.979238972698087,-0.04768873815206148,-0.00007664328275532983,-0.015295023412307604
0.01168999999999796,-2.9793252427768855,-0.05562809533722031,-0.00010431254487507899,-0.017841634590952993
0.013359999999997669,-2.9794247682842547,-0.06356340655684731,-0.0001362336844899378,-0.020387064093011668
0.015029999999997377,-2.979537541980699,-0.07149409367928686,-0.0001724045870087711,-0.022931142808582515
0.016699999999997085,-2.9796635556612,-0.07941957851953596,-0.00021282285532967538,-0.02547370150890406
0.018389999999996503,-2.9798045478888726,-0.08743409221294571,-0.0002580464052329127,-0.028044989478756926
0.02007999999999592,-2.979959079220418,-0.09544208675817148,-0.0003076138461919304,-0.030614371690669624
0.021769999999995338,-2.9801271381319845,-0.10344296274482137,-0.00036152180891292445,-0.0331816723010715
0.023459999999994756,-2.9803087120866514,-0.11143612068373676,-0.00041976662677273036,-0.035746715282032486
0.025149999999994174,-2.9805037875342912,-0.11942096100217693,-0.0004823443354949748,-0.038309324406768645
0.02683999999999359,-2.9807123499114248,-0.12739688403944155,-0.000549250672801937,-0.04086932323539445
0.02852999999999301,-2.980934383641069,-0.13536329004296477,-0.0006204810780425534,-0.04342653510094064
0.030219999999992427,-2.981169872132579,-0.14331957916491386,-0.00069603069179703,-0.0459807830956563
0.03190999999999185,-2.981418797781485,-0.1512651514593258,-0.0007758943554585589,-0.04853189005761393
0.03359999999999127,-2.981681141969323,-0.1591994068798145,-0.000860066610792666,-0.05107967855763596
