Name,Test #,Loss,Mean Absolute Error (MAE),Mean Absolute Percentange Error (MAPE) %
Dense Untrained,9,2.383300304412842,0.9281855821609497,99.90863037109375
Dense Untrained,10,8.02245044708252,2.0088372230529785,100.0
Dense Untrained,11,13.041412353515625,2.9435603618621826,100.0
Dense Untrained,12,26.708553314208984,3.689777374267578,100.0
Dense Trained,1,0.8813839554786682,0.6452881097793579,126424.6328125
Dense Trained,2,0.8870093822479248,0.651653528213501,13338321.0
Dense Trained,3,0.8871797919273376,0.651862382888794,4916566.0
Dense Trained,4,1.2407515048980713,0.7997702360153198,1872.858154296875
Dense Trained,5,1.228398084640503,0.7475217580795288,1438.312744140625
Dense Trained,6,0.6509899497032166,0.5806580185890198,609.9591064453125
Dense Trained,7,1.797861933708191,0.8317050933837891,2164.284912109375
Dense Trained,8,3.186464309692383,1.2725834846496582,1111.924560546875
Dense Trained,9,3.4524176120758057,1.1046606302261353,151783.328125
Dense Trained,10,5.601357936859131,1.6862101554870605,307.7806396484375
Dense Trained,11,9.619613647460938,2.0155982971191406,103.06266021728516
Dense Trained,12,11.006561279296875,2.167069911956787,126.99330139160156
Conv Untrained,1,3.370986814843491e-05,0.0045382739044725895,100.0
Conv Untrained,2,2.711532109955783e-09,3.4435743145877495e-05,99.90493774414062
Conv Untrained,3,2.0410137580029186e-08,0.00010970568837365136,99.98278045654297
Conv Untrained,4,0.12710246443748474,0.31020358204841614,100.0
Conv Untrained,5,0.26793792843818665,0.41045522689819336,100.0
Conv Untrained,6,0.32007360458374023,0.45168620347976685,100.0
Conv Untrained,7,2.3405420780181885,1.0419927835464478,100.0
Conv Untrained,8,5.487857818603516,1.718550682067871,100.0
Conv Untrained,9,2.383300304412842,0.9281856417655945,99.90863800048828
Conv Untrained,10,8.02245044708252,2.0088369846343994,100.0
Conv Untrained,11,13.041410446166992,2.9435603618621826,100.0
Conv Untrained,12,26.708555221557617,3.689777374267578,100.0
Conv Trained,1,0.49939534068107605,0.4972788095474243,74940.8515625
Conv Trained,2,0.49266496300697327,0.49645861983299255,9164512.0
Conv Trained,3,0.49248626828193665,0.4964583218097687,2918248.0
Conv Trained,4,1.7946995496749878,0.9340730309486389,2272.046142578125
Conv Trained,5,1.3210031986236572,0.7518662810325623,1377.8856201171875
Conv Trained,6,0.6227251291275024,0.5387029647827148,655.36865234375
Conv Trained,7,2.0413577556610107,0.8873897790908813,2292.84619140625
Conv Trained,8,5.669504642486572,1.8512794971466064,1461.2293701171875
Conv Trained,9,3.886716604232788,1.3381257057189941,260256.90625
Conv Trained,10,6.485799789428711,1.8590070009231567,391.1706237792969
Conv Trained,11,9.407777786254883,2.1121902465820312,117.69776916503906
Conv Trained,12,11.73334789276123,2.2914137840270996,157.45758056640625
LSTM Untrained,1,3.37098645104561e-05,0.004538273438811302,100.0
LSTM Untrained,2,2.711532109955783e-09,3.44357467838563e-05,99.90492248535156
LSTM Untrained,3,2.0410139356386026e-08,0.00010970566654577851,99.98277282714844
LSTM Untrained,4,0.12710247933864594,0.3102036118507385,100.0
LSTM Untrained,5,0.26793792843818665,0.41045525670051575,100.0
LSTM Untrained,6,0.32007360458374023,0.45168623328208923,100.0
LSTM Untrained,7,2.3405418395996094,1.0419927835464478,100.0
LSTM Untrained,8,5.487857341766357,1.7185503244400024,100.0
LSTM Untrained,9,2.383300304412842,0.9281857013702393,99.90863800048828
LSTM Untrained,10,8.02245044708252,2.0088372230529785,100.0
LSTM Untrained,11,13.041413307189941,2.9435606002807617,100.0
LSTM Untrained,12,26.708555221557617,3.68977689743042,100.0
LSTM Trained,1,13.584482192993164,2.151085138320923,321621.28125
LSTM Trained,2,13.576565742492676,2.1511478424072266,66557240.0
LSTM Trained,3,13.576359748840332,2.151155471801758,14787242.0
LSTM Trained,4,0.4235059320926666,0.47176384925842285,1595.52685546875
LSTM Trained,5,2.5239689350128174,1.0725866556167603,2858.02392578125
LSTM Trained,6,1.7687205076217651,0.9009981751441956,879.7949829101562
LSTM Trained,7,2.8578197956085205,1.109774112701416,2357.8310546875
LSTM Trained,8,2.7042031288146973,1.1023889780044556,527.4805908203125
LSTM Trained,9,2.255308151245117,1.08759605884552,169525.15625
LSTM Trained,10,4.431914329528809,1.4937374591827393,341.4071960449219
LSTM Trained,11,12.443029403686523,2.3719186782836914,231.79598999023438
LSTM Trained,12,13.482316970825195,2.593428611755371,181.50376892089844
Feedback Untrained,1,3.200359788024798e-05,0.004473118577152491,120.1935806274414
Feedback Untrained,2,2.6406488107255655e-09,3.449649739195593e-05,107.69728088378906
Feedback Untrained,3,1.942780691877033e-08,0.00010802836914081126,110.50282287597656
Feedback Untrained,4,0.12514016032218933,0.30804672837257385,114.13044738769531
Feedback Untrained,5,0.2673482298851013,0.41044896841049194,103.59944915771484
Feedback Untrained,6,0.3205162286758423,0.4517560601234436,101.91041564941406
Feedback Untrained,7,2.3437955379486084,1.0429171323776245,142.76300048828125
Feedback Untrained,8,5.494125843048096,1.7227396965026855,101.017333984375
Feedback Untrained,9,2.389951229095459,0.9265075922012329,106.6837387084961
Feedback Untrained,10,8.045073509216309,2.008762836456299,102.8120346069336
Feedback Untrained,11,13.023307800292969,2.9393367767333984,100.35242462158203
Feedback Untrained,12,26.782358169555664,3.6941983699798584,100.61912536621094
Feedback Trained,1,0.18287888169288635,0.32501089572906494,69942.953125
Feedback Trained,2,0.1808129996061325,0.3246361315250397,7881980.5
Feedback Trained,3,0.18074777722358704,0.3246151804924011,2338029.0
Feedback Trained,4,0.30423951148986816,0.4364248514175415,1218.1982421875
Feedback Trained,5,0.37322691082954407,0.5402300357818604,845.8012084960938
Feedback Trained,6,0.3475692570209503,0.5057792663574219,385.23760986328125
Feedback Trained,7,2.9902591705322266,1.2386748790740967,2037.71630859375
Feedback Trained,8,1.751720905303955,1.0599370002746582,397.74517822265625
Feedback Trained,9,3.8422188758850098,1.4337354898452759,838288.1875
Feedback Trained,10,3.8473854064941406,1.594651699066162,324.5117492675781
Feedback Trained,11,10.39292049407959,2.6568856239318848,676.5677490234375
Feedback Trained,12,19.3228816986084,3.1431219577789307,161.90745544433594
