0,0.001,0,0,0,0
0,0.001,0,0,0,0
0,0.001,0,0,0,0
0,0.001,0,0,0,0
0,0.001,0,0,0,0
0,0.001,0,0,0,0
0,0.001,0,0,0,0
0,0.001,0,0,0,0
0,0.001,0,0,0,0
0,0.001,0,0,0,0
0.1335191,0.0012811206259211825,0.0043916666827910735,-0.00009136414462452517,-0.0014272904853164805,0
0.2670382,0.0022802290170445185,0.011252478644337465,-0.0004160738538554473,-0.0036570459190071627,0
0.4005573,0.0045584007625545184,0.024429460638764285,-0.0011564752775297571,-0.00793949100715475,0
0.5340764,0.009394071639424732,0.05131302024852724,-0.002728029389659263,-0.01667598476121606,0
0.6675955,0.019499537816397662,0.10696623162299165,-0.006011956846056033,-0.0347573174141769,0
0.8011146,0.040534035851994915,0.22242405802288534,-0.012845031713719531,-0.0722275565143293,0
0.9346337,0.08419950708951882,0.46075180935826576,-0.027008197422378255,-0.149206056191171,0
1.0681528,0.17411112485520272,0.9409578272217987,-0.05598126811326373,-0.30112450706149574,0
1.2016719,0.35357118526940434,1.8242186571407113,-0.11224182809294908,-0.5558225446416947,0
1.335191,0.6795290457577114,3.098333953228945,-0.2040042666234792,-0.7824039606771893,0
1.3368607,0.6847166026652527,3.1154267526164374,-0.20531149976659574,-0.7834137691282976,0
1.3385303999999998,0.6899327066010426,3.1325280794959505,-0.20662035742404652,-0.7843496600286299,0
1.3402000999999997,0.695177371438265,3.1496375003378696,-0.20793071529316456,-0.7852105767809413,0
1.3418697999999996,0.7004506103457995,3.1667546051230033,-0.20924244730971947,-0.7859954659724202,0
1.3435394999999994,0.7057524358278799,3.1838790078242454,-0.21055542565336102,-0.7867032775247162,0
1.3452091999999993,0.711082859764548,3.201010346875644,-0.21186952075330578,-0.7873329648351874,0
1.3468788999999992,0.7164418934528782,3.2181482856287076,-0.21318460129425232,-0.7878834849091748,0
1.348548599999999,0.721829547648955,3.2352925127957937,-0.21450053422250934,-0.7883537984831243,0
1.350218299999999,0.7272458326105786,3.2524427428804663,-0.21581718475232203,-0.7887428701383886,0
1.3518879999999989,0.7326907581406787,3.2695987165947265,-0.21713441637238018,-0.7890496684055548,0
1.3535767999999988,0.738227112626344,3.2869565456442245,-0.21846716598975477,-0.7892752366171198,0
1.3552655999999987,0.7437927856226323,3.304319799854155,-0.21980022384372994,-0.789414528544846,0
1.3569543999999987,0.7493877861321329,3.3216882952349995,-0.22113344333996499,-0.7894664897972767,0
1.3586431999999986,0.7550121228711862,3.33906187684256,-0.2224666761072278,-0.7894300704521893,0
1.3603319999999985,0.7606658043192512,3.3564404191493784,-0.22379977200499307,-0.7893042251145651,0
1.3620207999999985,0.766348838768888,3.3738238264021767,-0.225132579131129,-0.7890879129636947,0
1.3637095999999984,0.7720612343763326,3.391212032965432,-0.22646494382965457,-0.7887800977893406,0
1.3653983999999983,0.7778029992126401,3.4086050036512368,-0.22779671069854845,-0.7883797480168959,0
1.3670871999999983,0.783574141315374,3.4260027340356247,-0.2291277225975912,-0.7878858367214915,0
1.3687759999999982,0.7893746687408176,3.443405250761571,-0.23045782065622175,-0.7872973416310115,0
1.370412999999998,0.7950253333540998,3.4602786088294395,-0.23174609713437205,-0.7866356592834064,0
1.372049999999998,0.8007036234334632,3.4771565996596494,-0.23303321628575283,-0.7858832275678304,0
1.3736869999999979,0.8064095466483832,3.4940393325972585,-0.23431902880120364,-0.7850391278603285,0
1.3753239999999978,0.8121431108705252,3.510926945358083,-0.23560338387107466,-0.7841024455596632,0
1.3769609999999977,0.8179043242203587,3.5278196042352374,-0.23688612919177676,-0.7830722700430447,0
1.3785979999999975,0.8236931951141007,3.544717504296106,-0.23816711097225196,-0.7819476946126728,0
1.3802349999999974,0.8295097323109734,3.561620869570053,-0.2394461739403484,-0.7807278164331232,0
1.3818719999999973,0.8353539449607633,3.5785299532272075,-0.24072316134908572,-0.7794117364596134,0
1.3835089999999972,0.8412258426516649,3.595445037748676,-0.24199791498279538,-0.7779985593571946,0
1.385145999999997,0.847125435458396,3.61236643508854,-0.24327027516312139,-0.7764873934109205,0
1.3901611999999972,0.8653722523503445,3.6642507718255373,-0.24715174561324207,-0.7712384295653514,0
1.3951763999999973,0.8838794603010517,3.7162093319216667,-0.2510045112926296,-0.765036083018896,0
1.4001915999999974,0.9026474661165069,3.7682563436520775,-0.2548237277966754,-0.7578552713560368,0
1.4052067999999975,0.9216767546925179,3.820408724912406,-0.2586044255097585,-0.7496711369750305,0
1.4102219999999976,0.9409679025749985,3.8726861111822846,-0.2623415106155889,-0.7404589992454401,0
1.4152371999999978,0.9605215916544916,3.9251108813118694,-0.2660297658508497,-0.7301943000217268,0
1.4202523999999979,0.9803386229873534,3.977708182475248,-0.26966385096943246,-0.7188525427591284,0
1.425267599999998,1.0004199307428963,4.030505955682585,-0.27323830288579615,-0.7064092254761442,0
1.430282799999998,1.0207665962828585,4.083534963278807,-0.27674753546718023,-0.6928397677970485,0
1.4352979999999982,1.0413798623867998,4.136828819882434,-0.28018583894552956,-0.67811943228864,0
1.4369590999999982,1.048266258245618,4.154545001778256,-0.2813080173763433,-0.6729858738134998,0
1.4386201999999981,1.0551821108557917,4.172295615570606,-0.28242156068657814,-0.6677224092227563,0
1.440281299999998,1.0621274785967811,4.190082093509955,-0.283526252326382,-0.6623281193296641,0
1.441942399999998,1.0691024222567278,4.2079059034845345,-0.28462187421517404,-0.65680208022719,0
1.443603499999998,1.0761070050918262,4.2257685492306685,-0.2857082067334852,-0.6511433629033258,0
1.445264599999998,1.0831412928860542,4.243671570555473,-0.2867850287141541,-0.6453510328495788,0
1.446925699999998,1.0902053540112842,4.261616543572591,-0.2878521174328672,-0.6394241496626594,0
1.448586799999998,1.0972992594877966,4.279605080951615,-0.28890924859803097,-0.6333617666393734,0
1.450247899999998,1.1044230830452209,4.297638832181869,-0.2899561963399663,-0.6271629303647273,0
1.451908999999998,1.1115769011839252,4.315719483851186,-0.2909927331994126,-0.6208266802932385,0
1.4535746999999979,1.1187807290568073,4.333899033562558,-0.29202145609307106,-0.6143339254129986,0
1.4552403999999979,1.1260148805573515,4.352129253804339,-0.2930392474318366,-0.6077010369084694,0
1.4569060999999979,1.1332794415936127,4.370411959445927,-0.29404587296952905,-0.6009270220241004,0
1.4585717999999979,1.140574501128943,4.388749004162607,-0.2950410967989239,-0.5940108790296166,0
1.4602374999999979,1.1479001512469356,4.407142280804552,-0.29602468133642157,-0.5869515967606983,0
1.4619031999999978,1.1552564872169995,4.425593721785156,-0.2969963873059459,-0.5797481541525745,0
1.4635688999999978,1.1626436075605966,4.444105299489385,-0.2979559737220593,-0.5723995197664719,0
1.4652345999999978,1.1700616141181774,4.462679026702849,-0.2989031978722834,-0.5649046513088548,0
1.4669002999999978,1.177510612116848,4.481316957062285,-0.29983781529861303,-0.5572624951433858,0
1.4685659999999978,1.1849907102388062,4.50002118552814,-0.30075957977821066,-0.5494719857955246,0
